BR,time,vcd,ac,ala,arg,asn,asp,cit,cys,cyst,form,fum,glc,gln,glu,gly,his,ile,lac,leu,lys,met,nh4,phe,pro,ser,succ,thr,trp,tyr,val,titer
BR1_main,6.104545455,0.013858333,0.000347859,0.005970806,-0.005437351,-0.021003513,-0.00955341,0.001166273,-0.00566093,-0.004127261,0.01701683,0.000391008,-0.166042703,0.000346888,-0.013973824,0.002854872,-0.00261644,-0.006237745,0.005163119,-0.011557167,-0.005944428,-0.00347788,0.023167854,-0.004723661,-0.003642475,-0.019535827,-0.007625309,-0.007418554,-0.001978957,-0.004905271,-0.008602597,2.81732E-05
BR1_main,6.224242424,0.013444248,0.000409764,0.005350518,-0.00526039,-0.022459818,-0.009597815,0.001027183,-0.005569568,-0.004167819,0.01455727,0.000367603,-0.167842777,0.000324379,-0.01284986,0.002634155,-0.002566256,-0.005898333,0.004596672,-0.011596804,-0.006217204,-0.003449839,0.024317115,-0.004629335,-0.003516486,-0.019197052,-0.007090925,-0.00728416,-0.001976949,-0.00476093,-0.008498352,2.82174E-05
BR1_main,6.343939394,0.013059908,0.000404615,0.006556875,-0.005077982,-0.023902832,-0.009425521,0.000926495,-0.005747869,-0.003986443,0.012540226,0.000352155,-0.169980477,0.000308368,-0.013257381,0.002363214,-0.002522943,-0.005931294,0.004089327,-0.011567792,-0.006422435,-0.003324748,0.02360758,-0.004468708,-0.004110653,-0.018881298,-0.00661407,-0.007137956,-0.001934689,-0.00465086,-0.008366561,2.78859E-05
BR1_main,6.463636364,0.012761177,0.000471491,0.005690555,-0.004888847,-0.024518394,-0.009135574,0.000871418,-0.005772259,-0.003825146,0.011984654,0.00033659,-0.172475211,0.000285812,-0.012843541,0.002144061,-0.002470624,-0.006097117,0.00376789,-0.011542625,-0.006229953,-0.003204203,0.021548085,-0.004383869,-0.004828871,-0.018630596,-0.006212694,-0.00665731,-0.001894452,-0.004591835,-0.008229463,2.7593E-05
BR1_main,6.583333333,0.012151252,0.00054577,0.004782595,-0.004797482,-0.023808442,-0.008661804,0.000858545,-0.005693828,-0.003736537,0.011420865,0.000318889,-0.174130098,0.000268418,-0.01224878,0.00227545,-0.002427042,-0.006006475,0.003406823,-0.011522225,-0.006430125,-0.003132915,0.018694495,-0.004263269,-0.004864519,-0.018483475,-0.005866406,-0.006201006,-0.001935206,-0.00452793,-0.008078828,2.75597E-05
BR1_main,6.703030303,0.010975682,0.00070269,0.003602032,-0.004789748,-0.022595132,-0.008088595,0.000852822,-0.005188027,-0.003476137,0.01085941,0.00030221,-0.175618467,0.000251054,-0.011414386,0.002366469,-0.002377692,-0.006020677,0.002945922,-0.011504417,-0.00688125,-0.003065324,0.018148354,-0.004153739,-0.004663371,-0.018424644,-0.005465161,-0.005665552,-0.00193116,-0.004468816,-0.007933416,2.68725E-05
BR1_main,6.822727273,0.009932684,0.00093936,0.003167408,-0.004813772,-0.021253848,-0.007642322,0.000924097,-0.004972631,-0.003229214,0.010311486,0.000290767,-0.177835052,0.000244667,-0.01108378,0.002285772,-0.002343957,-0.005997636,0.002565599,-0.011533085,-0.006808508,-0.003022557,0.016570219,-0.004063787,-0.004455095,-0.018519663,-0.00512929,-0.005307168,-0.001935529,-0.004320073,-0.008007726,2.61849E-05
BR1_main,6.942424242,0.008785332,0.000883199,0.001919054,-0.004838247,-0.019850422,-0.00725585,0.001082503,-0.004831848,-0.003040246,0.009983756,0.000274113,-0.179178958,0.000240383,-0.010190903,0.002073188,-0.002324444,-0.005557733,0.002331362,-0.011470263,-0.006594384,-0.002994674,0.015504936,-0.004006307,-0.00392131,-0.018676665,-0.004680562,-0.005303065,-0.001917125,-0.004192141,-0.007606522,2.55698E-05
BR1_main,7.062121212,0.008247819,0.000828775,0.000883755,-0.004770418,-0.018912811,-0.006807775,0.001212309,-0.004650223,-0.002554567,0.009803908,0.000259555,-0.180939517,0.000235569,-0.009373925,0.00192556,-0.002306444,-0.005309788,0.002140611,-0.011332308,-0.006497032,-0.002883669,0.014917419,-0.003929452,-0.00384691,-0.01878027,-0.004214216,-0.005107436,-0.001898169,-0.004092752,-0.007365699,2.49658E-05
BR1_main,7.181818182,0.007368837,0.000842392,0.000460839,-0.00466507,-0.01804334,-0.006227763,0.00147534,-0.00455471,-0.002040834,0.009938636,0.000246596,-0.18272707,0.000229069,-0.008834628,0.001927003,-0.002266052,-0.005133028,0.001919918,-0.011102673,-0.006077906,-0.00281858,0.014075962,-0.003833089,-0.003755698,-0.018737909,-0.003841243,-0.005030409,-0.001932227,-0.004026274,-0.007125071,2.40694E-05
